User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
168,0,2026,9,6,08:19,$1.33,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
11,0,2026,9,6,08:33,$13.96,Swipe Transaction,-5289639016,Chicago,PA,44671,5411,,No
160,0,2026,9,6,08:40,$14.48,Swipe Transaction,-8935253474,New York,MI,12757,5999,,No
157,2,2026,9,6,08:51,$40.06,Online Transaction,-1148254644,Chicago,NY,16572,5999,,No
125,0,2026,9,6,09:01,$11.27,Swipe Transaction,-5128256752,New York,CA,82512,5541,,No
44,2,2026,9,6,09:11,$34.81,Online Transaction,-9529060554,Detroit,TX,99192,4111,,No
133,1,2026,9,6,09:23,$21.52,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
111,2,2026,9,6,09:27,$11.00,Online Transaction,-5721798322,New York,GA,37938,7995,,No
6,2,2026,9,6,09:33,$11.24,Online Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
111,1,2026,9,6,09:39,$13.75,Swipe Transaction,-7589470809,Detroit,GA,64987,4899,,No
163,0,2026,9,6,10:02,$31.19,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
175,2,2026,9,6,10:02,$11.81,Chip Transaction,-7791716271,Chicago,OH,38080,7995,,No
166,2,2026,9,6,10:03,$24.17,Online Transaction,-2570858543,Seattle,CA,59615,5812,,No
146,1,2026,9,6,10:12,$181.94,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
12,1,2026,9,6,10:28,$20.70,Swipe Transaction,-3390142871,Detroit,PA,66155,5999,,No
184,2,2026,9,6,10:35,$43.44,Online Transaction,-8860972880,Chicago,CA,42018,5311,,No
117,0,2026,9,6,10:45,$7.60,Chip Transaction,-9747139103,New York,NY,53309,5812,,No
125,2,2026,9,6,11:19,$9.72,Online Transaction,-9579485210,Detroit,GA,11934,5812,,No
132,2,2026,9,6,11:29,$40.17,Swipe Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
16,0,2026,9,6,11:31,$34.42,Online Transaction,-7638611535,Chicago,GA,89507,4111,,No
188,1,2026,9,6,11:35,$19.32,Chip Transaction,-8775988461,Houston,GA,49651,5999,,No
101,2,2026,9,6,11:36,$6.58,Swipe Transaction,-7438442699,Houston,FL,88104,5942,,No
23,2,2026,9,6,11:55,$37.64,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
40,2,2026,9,6,12:06,$4.33,Online Transaction,-3019388817,Detroit,GA,89818,4899,,No
176,2,2026,9,6,12:11,$11.49,Swipe Transaction,-3132585291,Houston,NY,24662,5311,,No
83,1,2026,9,6,12:47,$336.29,Chip Transaction,-4535306022,Seattle,IL,54942,4899,,No
66,2,2026,9,6,12:48,$15.27,Online Transaction,-9335152680,Chicago,IL,17665,5999,,No
15,0,2026,9,6,12:53,$48.58,Chip Transaction,-1115768534,New York,IL,62923,5812,,No
2,0,2026,9,6,12:58,$84.25,Online Transaction,-5858092863,Seattle,IL,50857,4111,,No
130,0,2026,9,6,12:59,$22.92,Chip Transaction,-1042186646,Houston,CA,79822,5541,,No
168,2,2026,9,6,13:02,$18.43,Online Transaction,-3019388817,Detroit,GA,89818,4899,,No
95,1,2026,9,6,13:11,$34.92,Online Transaction,-7791716271,Chicago,OH,38080,7995,,No
184,2,2026,9,6,13:38,$16.22,Online Transaction,-9701262893,Detroit,IL,47930,5812,,No
154,0,2026,9,6,13:49,$17.48,Online Transaction,-7253682786,New York,WA,42098,4899,,No
187,2,2026,9,6,13:49,$5.25,Online Transaction,-7728217008,Detroit,GA,49240,5812,,No
162,1,2026,9,6,13:52,$7.08,Swipe Transaction,-8880019869,Detroit,MI,41285,5732,,No
13,2,2026,9,6,13:54,$50.17,Swipe Transaction,-9759748338,New York,MI,62581,5732,,No
61,0,2026,9,6,14:05,$108.15,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
179,2,2026,9,6,14:13,$11.32,Online Transaction,-3853681964,Houston,FL,71213,5411,,No
4,2,2026,9,6,14:14,$14.15,Swipe Transaction,-6326438361,New York,FL,46434,5942,,No
29,1,2026,9,6,14:15,$9.21,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
164,1,2026,9,6,14:30,$11.91,Online Transaction,-7728217008,Detroit,GA,49240,5812,,No
131,2,2026,9,6,14:39,$122.98,Swipe Transaction,-7553262727,Seattle,PA,15209,5999,,No
182,0,2026,9,6,14:43,$33.98,Swipe Transaction,-8433057726,Chicago,MI,37460,5732,,No
60,1,2026,9,6,14:46,$2.89,Online Transaction,-9577298449,Houston,MI,24322,4899,,No
85,2,2026,9,6,15:04,$24.01,Swipe Transaction,-7253682786,New York,WA,42098,4899,,No
138,2,2026,9,6,15:11,$43.42,Online Transaction,-7657668555,Seattle,FL,14165,5411,,No
162,1,2026,9,6,15:14,$36.21,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
112,1,2026,9,6,15:15,$21.14,Swipe Transaction,-7718830596,New York,GA,20500,5541,,No
21,0,2026,9,6,15:28,$50.20,Swipe Transaction,-5721798322,New York,GA,37938,7995,,No
122,2,2026,9,6,15:56,$24.78,Online Transaction,-3132585291,Houston,NY,24662,5311,,No
178,1,2026,9,6,16:00,$14.13,Online Transaction,-2952122732,New York,WA,66985,5541,,No
113,0,2026,9,6,16:04,$2.81,Chip Transaction,-5858092863,Seattle,IL,50857,4111,,No
138,2,2026,9,6,16:10,$38.99,Chip Transaction,-5858092863,Seattle,IL,50857,4111,,No
153,1,2026,9,6,16:14,$12.06,Chip Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
154,1,2026,9,6,16:15,$13.42,Swipe Transaction,-9577298449,Houston,MI,24322,4899,,No
23,0,2026,9,6,16:16,$39.74,Swipe Transaction,-3853681964,Houston,FL,71213,5411,,No
61,1,2026,9,6,16:18,$180.56,Swipe Transaction,-7438442699,Houston,FL,88104,5942,,No
157,2,2026,9,6,16:32,$673.21,Online Transaction,-7638611535,Chicago,GA,89507,4111,,No
122,0,2026,9,6,16:34,$10.83,Swipe Transaction,-9579485210,Detroit,GA,11934,5812,,No
151,0,2026,9,6,16:41,$84.93,Chip Transaction,-7718830596,New York,GA,20500,5541,,No
5,1,2026,9,6,16:53,$124.24,Online Transaction,-3019388817,Detroit,GA,89818,4899,,No
9,1,2026,9,6,16:55,$14.28,Chip Transaction,-9579485210,Detroit,GA,11934,5812,,No
111,2,2026,9,6,17:28,$9.35,Chip Transaction,-5721798322,New York,GA,37938,7995,,No
132,1,2026,9,6,17:37,$17.44,Online Transaction,-3853681964,Houston,FL,71213,5411,,No
79,0,2026,9,6,18:32,$20.97,Online Transaction,-8880019869,Detroit,MI,41285,5732,,No
25,1,2026,9,6,18:34,$13.05,Online Transaction,-5128256752,New York,CA,82512,5541,,No
29,2,2026,9,6,18:37,$54.78,Chip Transaction,-7728217008,Detroit,GA,49240,5812,,No
92,1,2026,9,6,19:00,$21.39,Chip Transaction,-2570858543,Seattle,CA,59615,5812,,No
66,0,2026,9,6,19:08,$34.83,Swipe Transaction,-7620925180,Seattle,IL,10942,5812,,No
82,0,2026,9,6,19:09,$4.45,Chip Transaction,-8300112729,Detroit,WA,69929,5311,,No
195,0,2026,9,6,19:11,$12.80,Chip Transaction,-3334036238,Detroit,PA,57400,5999,,No
95,0,2026,9,6,19:11,$17.59,Chip Transaction,-8051271516,Detroit,WA,75612,5541,,No
172,0,2026,9,6,19:29,$26.56,Chip Transaction,-5352916651,Detroit,PA,84085,7995,,No
184,1,2026,9,6,19:29,$6.98,Chip Transaction,-8051271516,Detroit,WA,75612,5541,,No
70,2,2026,9,6,19:34,$6.34,Online Transaction,-7969893382,Houston,FL,34957,5812,,No
143,0,2026,9,6,19:34,$12.21,Online Transaction,-9759748338,New York,MI,62581,5732,,No
62,1,2026,9,6,19:37,$37.68,Swipe Transaction,-8935253474,New York,MI,12757,5999,,No
30,1,2026,9,6,20:28,$29.38,Swipe Transaction,-7969893382,Houston,FL,34957,5812,,No
131,1,2026,9,6,20:28,$35.64,Swipe Transaction,-5289639016,Chicago,PA,44671,5411,,No
89,0,2026,9,6,20:33,$12.45,Chip Transaction,-4916957577,Houston,IL,19880,5942,,No
66,1,2026,9,6,20:40,$17.72,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
66,1,2026,9,6,21:05,$25.21,Chip Transaction,-7253682786,New York,WA,42098,4899,,No
62,1,2026,9,6,21:07,$32.22,Online Transaction,-1103393960,Detroit,TX,80010,4899,,No
73,2,2026,9,6,21:11,$80.78,Swipe Transaction,-7438442699,Houston,FL,88104,5942,,No
42,0,2026,9,6,21:15,$16.41,Chip Transaction,-5289639016,Chicago,PA,44671,5411,,No
93,0,2026,9,6,21:18,$19.40,Online Transaction,-7589470809,Detroit,GA,64987,4899,,No
177,0,2026,9,6,21:36,$15.42,Online Transaction,-7657668555,Seattle,FL,14165,5411,,No
159,2,2026,9,6,21:43,$27.74,Swipe Transaction,-3334036238,Detroit,PA,57400,5999,,No
197,1,2026,9,6,21:45,$22.03,Online Transaction,-8935253474,New York,MI,12757,5999,,No
0,2,2026,9,6,21:50,$48.41,Chip Transaction,-1148254644,Chicago,NY,16572,5999,,No
25,2,2026,9,6,22:01,$27.82,Online Transaction,-8935253474,New York,MI,12757,5999,,No
16,0,2026,9,6,22:01,$24.27,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
32,0,2026,9,6,22:03,$72.08,Swipe Transaction,-8880019869,Detroit,MI,41285,5732,,No
43,2,2026,9,6,22:16,$99.59,Online Transaction,-9177126911,Seattle,OH,28373,4111,,No
147,0,2026,9,6,22:31,$23.78,Chip Transaction,-7553262727,Seattle,PA,15209,5999,,No
64,2,2026,9,6,22:31,$45.00,Chip Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
177,0,2026,9,6,22:46,$16.59,Swipe Transaction,-3853681964,Houston,FL,71213,5411,,No
53,0,2026,9,6,23:45,$28.12,Chip Transaction,-8935253474,New York,MI,12757,5999,,No
48,0,2026,9,6,23:54,$102.16,Online Transaction,-9715722110,Seattle,MI,37869,5942,,No
194,0,2026,9,6,23:54,$43.41,Chip Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
170,0,2026,9,6,23:59,$22.90,Online Transaction,-1042186646,Houston,CA,79822,5541,,No
58,1,2026,9,7,00:05,$17.17,Swipe Transaction,-7553262727,Seattle,PA,15209,5999,,No
49,1,2026,9,7,00:10,$8.68,Online Transaction,-3132585291,Houston,NY,24662,5311,,No
150,0,2026,9,7,00:13,$34.53,Swipe Transaction,-7718830596,New York,GA,20500,5541,,No
127,0,2026,9,7,00:14,$97.62,Chip Transaction,-3390142871,Detroit,PA,66155,5999,,No
181,0,2026,9,7,00:28,$2.75,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
114,1,2026,9,7,00:40,$63.49,Online Transaction,-5721798322,New York,GA,37938,7995,,No
95,1,2026,9,7,01:03,$14.34,Swipe Transaction,-8433057726,Chicago,MI,37460,5732,,No
181,0,2026,9,7,01:12,$10.37,Swipe Transaction,-2952122732,New York,WA,66985,5541,,No
53,1,2026,9,7,01:13,$69.74,Swipe Transaction,-7969893382,Houston,FL,34957,5812,,No
88,1,2026,9,7,01:21,$57.48,Online Transaction,-9177126911,Seattle,OH,28373,4111,,No
138,0,2026,9,7,01:24,$16.62,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
119,0,2026,9,7,01:39,$131.13,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
171,2,2026,9,7,01:47,$75.33,Online Transaction,-7969893382,Houston,FL,34957,5812,,No
6,2,2026,9,7,02:21,$15.21,Swipe Transaction,-6326438361,New York,FL,46434,5942,,No
196,2,2026,9,7,02:27,$40.69,Chip Transaction,-8880019869,Detroit,MI,41285,5732,,No
187,1,2026,9,7,02:29,$8.48,Chip Transaction,-5981051812,New York,OH,91416,5999,,No
157,2,2026,9,7,02:34,$45.88,Online Transaction,-9335152680,Chicago,IL,17665,5999,Bad PIN,No
159,2,2026,9,7,03:41,$10.38,Chip Transaction,-3132585291,Houston,NY,24662,5311,,No
76,2,2026,9,7,03:46,$9.39,Swipe Transaction,-9747139103,New York,NY,53309,5812,,No
28,0,2026,9,7,04:09,$9.80,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
36,1,2026,9,7,04:11,$13.27,Swipe Transaction,-5003224336,Houston,WA,93886,7995,,No
21,0,2026,9,7,04:17,$8.89,Swipe Transaction,-9332220623,Chicago,CA,22156,4111,,No
178,2,2026,9,7,04:31,$6.48,Online Transaction,-7791716271,Chicago,OH,38080,7995,,No
170,2,2026,9,7,04:38,$44.14,Online Transaction,-7638611535,Chicago,GA,89507,4111,,No
122,0,2026,9,7,04:44,$23.42,Online Transaction,-7253682786,New York,WA,42098,4899,,No
99,0,2026,9,7,04:46,$44.38,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
126,0,2026,9,7,05:02,$17.24,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
21,1,2026,9,7,05:30,$12.44,Swipe Transaction,-9332220623,Chicago,CA,22156,4111,,No
63,1,2026,9,7,05:35,$34.12,Chip Transaction,-7589470809,Detroit,GA,64987,4899,,No
35,1,2026,9,7,05:36,$84.24,Swipe Transaction,-8051271516,Detroit,WA,75612,5541,,No
165,1,2026,9,7,05:41,$45.47,Chip Transaction,-5352916651,Detroit,PA,84085,7995,,No
129,2,2026,9,7,05:45,$60.81,Swipe Transaction,-3334036238,Detroit,PA,57400,5999,,No
168,1,2026,9,7,06:02,$29.35,Chip Transaction,-2332927794,Chicago,FL,82845,5942,,No
59,2,2026,9,7,06:18,$35.26,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
54,0,2026,9,7,06:22,$48.99,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
198,2,2026,9,7,06:25,$27.32,Online Transaction,-5128256752,New York,CA,82512,5541,,No
73,0,2026,9,7,06:27,$16.23,Online Transaction,-8775988461,Houston,GA,49651,5999,,No
130,2,2026,9,7,06:31,$8.35,Swipe Transaction,-5981051812,New York,OH,91416,5999,,No
19,0,2026,9,7,07:02,$26.04,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
84,2,2026,9,7,07:14,$2.84,Online Transaction,-7718830596,New York,GA,20500,5541,,No
134,1,2026,9,7,07:44,$3.95,Online Transaction,-8051271516,Detroit,WA,75612,5541,,No
42,2,2026,9,7,07:57,$92.99,Swipe Transaction,-8860972880,Chicago,CA,42018,5311,,Yes
62,2,2026,9,7,08:00,$5.98,Chip Transaction,-7791716271,Chicago,OH,38080,7995,,No
148,0,2026,9,7,08:13,$10.91,Online Transaction,-9335152680,Chicago,IL,17665,5999,,No
73,1,2026,9,7,08:15,$42.68,Online Transaction,-2913827697,Houston,GA,69177,5812,,No
6,2,2026,9,7,08:21,$7.69,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
86,0,2026,9,7,08:23,$7.13,Swipe Transaction,-4916957577,Houston,IL,19880,5942,,No
30,1,2026,9,7,08:25,$44.17,Swipe Transaction,-9748162863,Houston,NY,61173,5732,,No
72,0,2026,9,7,08:26,$6.30,Chip Transaction,-9529060554,Detroit,TX,99192,4111,,No
170,1,2026,9,7,08:29,$20.67,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
186,0,2026,9,7,08:36,$30.71,Swipe Transaction,-3432503894,Seattle,NY,99166,5812,,No
75,1,2026,9,7,08:45,$26.78,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
34,2,2026,9,7,09:00,$12.68,Online Transaction,-9715722110,Seattle,MI,37869,5942,,No
106,2,2026,9,7,09:02,$13.34,Swipe Transaction,-3019388817,Detroit,GA,89818,4899,,No
142,0,2026,9,7,09:19,$19.56,Swipe Transaction,-5981051812,New York,OH,91416,5999,,No
23,2,2026,9,7,09:24,$19.50,Online Transaction,-3019388817,Detroit,GA,89818,4899,,No
32,2,2026,9,7,09:36,$106.00,Online Transaction,-8880019869,Detroit,MI,41285,5732,,No
41,0,2026,9,7,09:52,$14.54,Online Transaction,-1042186646,Houston,CA,79822,5541,Bad PIN,No
140,0,2026,9,7,09:54,$20.22,Swipe Transaction,-7638611535,Chicago,GA,89507,4111,,No
96,0,2026,9,7,09:56,$208.43,Online Transaction,-3853681964,Houston,FL,71213,5411,,No
173,2,2026,9,7,10:22,$7.44,Online Transaction,-5721798322,New York,GA,37938,7995,,No
176,0,2026,9,7,10:34,$30.87,Swipe Transaction,-7620925180,Seattle,IL,10942,5812,,No
4,0,2026,9,7,10:38,$133.53,Chip Transaction,-3132585291,Houston,NY,24662,5311,,No
193,0,2026,9,7,11:25,$88.84,Swipe Transaction,-2952122732,New York,WA,66985,5541,,No
175,1,2026,9,7,11:33,$2.31,Chip Transaction,-5289639016,Chicago,PA,44671,5411,,No
134,2,2026,9,7,11:35,$22.30,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
198,2,2026,9,7,11:43,$44.14,Chip Transaction,-8029246294,Chicago,TX,42325,7995,,No
118,0,2026,9,7,12:00,$13.79,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
195,1,2026,9,7,12:01,$67.41,Chip Transaction,-8029246294,Chicago,TX,42325,7995,,No
104,2,2026,9,7,12:07,$110.82,Chip Transaction,-9177126911,Seattle,OH,28373,4111,,No
27,1,2026,9,7,12:12,$20.07,Swipe Transaction,-7253682786,New York,WA,42098,4899,,No
197,1,2026,9,7,12:18,$18.05,Swipe Transaction,-9332220623,Chicago,CA,22156,4111,,No
153,2,2026,9,7,12:23,$9.14,Online Transaction,-5981051812,New York,OH,91416,5999,,No
190,1,2026,9,7,12:42,$66.57,Chip Transaction,-9748162863,Houston,NY,61173,5732,,No
161,2,2026,9,7,12:48,$2.86,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
195,1,2026,9,7,12:52,$19.83,Online Transaction,-9701262893,Detroit,IL,47930,5812,,No
181,1,2026,9,7,12:54,$106.11,Online Transaction,-5289639016,Chicago,PA,44671,5411,,No
123,1,2026,9,7,13:01,$2.97,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
155,0,2026,9,7,13:20,$25.18,Chip Transaction,-7620925180,Seattle,IL,10942,5812,,No
127,2,2026,9,7,13:24,$25.49,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
124,0,2026,9,7,13:35,$23.01,Swipe Transaction,-7253682786,New York,WA,42098,4899,,No
52,0,2026,9,7,13:39,$48.86,Swipe Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
28,0,2026,9,7,13:41,$51.98,Chip Transaction,-5858092863,Seattle,IL,50857,4111,,No
51,2,2026,9,7,13:50,$12.48,Online Transaction,-6326438361,New York,FL,46434,5942,,No
17,0,2026,9,7,14:02,$75.62,Swipe Transaction,-6326438361,New York,FL,46434,5942,,No
27,1,2026,9,7,14:15,$37.20,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
2,0,2026,9,7,14:25,$34.67,Chip Transaction,-9748162863,Houston,NY,61173,5732,,No
70,0,2026,9,7,14:31,$83.07,Online Transaction,-6326438361,New York,FL,46434,5942,,No
195,2,2026,9,7,14:31,$35.85,Swipe Transaction,-7438442699,Houston,FL,88104,5942,,No
173,2,2026,9,7,14:39,$55.97,Swipe Transaction,-9577298449,Houston,MI,24322,4899,,No
166,0,2026,9,7,15:16,$165.39,Swipe Transaction,-7728217008,Detroit,GA,49240,5812,,No
104,0,2026,9,7,15:52,$36.29,Chip Transaction,-1115768534,New York,IL,62923,5812,Bad PIN,No
169,0,2026,9,7,16:12,$42.81,Swipe Transaction,-5858092863,Seattle,IL,50857,4111,,No
2,0,2026,9,7,16:16,$22.28,Swipe Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
153,1,2026,9,7,16:24,$8.10,Online Transaction,-5981051812,New York,OH,91416,5999,,No
19,2,2026,9,7,16:49,$5.02,Swipe Transaction,-9748162863,Houston,NY,61173,5732,,No
78,1,2026,9,7,16:56,$165.42,Chip Transaction,-9579485210,Detroit,GA,11934,5812,,No
65,2,2026,9,7,16:59,$6.19,Chip Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
164,0,2026,9,7,16:59,$13.96,Online Transaction,-9529060554,Detroit,TX,99192,4111,Bad PIN,No
49,2,2026,9,7,17:23,$21.53,Online Transaction,-7253682786,New York,WA,42098,4899,,No
77,0,2026,9,7,17:40,$6.71,Online Transaction,-5289639016,Chicago,PA,44671,5411,,No
25,2,2026,9,7,17:50,$18.64,Chip Transaction,-8051271516,Detroit,WA,75612,5541,,No
2,0,2026,9,7,17:57,$8.65,Online Transaction,-8300112729,Detroit,WA,69929,5311,,No
178,2,2026,9,7,18:00,$4.25,Chip Transaction,-5352916651,Detroit,PA,84085,7995,,No
63,1,2026,9,7,18:02,$17.61,Chip Transaction,-9597581989,Los Angeles,GA,88907,5411,,No
119,2,2026,9,7,18:16,$38.36,Swipe Transaction,-9335152680,Chicago,IL,17665,5999,,No
91,0,2026,9,7,18:32,$27.17,Swipe Transaction,-1042186646,Houston,CA,79822,5541,,No
39,0,2026,9,7,18:34,$164.80,Online Transaction,-7657668555,Seattle,FL,14165,5411,,No
127,1,2026,9,7,18:46,$36.68,Swipe Transaction,-7253682786,New York,WA,42098,4899,,No
92,0,2026,9,7,18:50,$1.71,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
198,1,2026,9,7,19:03,$15.23,Online Transaction,-7657668555,Seattle,FL,14165,5411,,No
184,0,2026,9,7,19:24,$24.14,Chip Transaction,-9577298449,Houston,MI,24322,4899,,No
67,2,2026,9,7,19:27,$14.16,Chip Transaction,-1103393960,Detroit,TX,80010,4899,,No
182,2,2026,9,7,19:28,$48.55,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,Yes
2,2,2026,9,7,19:33,$58.76,Chip Transaction,-8935253474,New York,MI,12757,5999,,No
7,0,2026,9,7,19:38,$18.94,Chip Transaction,-3132585291,Houston,NY,24662,5311,,No
75,0,2026,9,7,19:41,$36.92,Chip Transaction,-8029246294,Chicago,TX,42325,7995,,No
97,1,2026,9,7,19:56,$11.99,Swipe Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
137,2,2026,9,7,20:16,$40.41,Swipe Transaction,-9715722110,Seattle,MI,37869,5942,,No
10,1,2026,9,7,20:17,$26.30,Swipe Transaction,-5721798322,New York,GA,37938,7995,,No
160,1,2026,9,7,20:20,$12.89,Chip Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
32,2,2026,9,7,20:33,$6.74,Online Transaction,-2913827697,Houston,GA,69177,5812,,No
119,1,2026,9,7,20:39,$18.37,Online Transaction,-2952122732,New York,WA,66985,5541,,No
35,2,2026,9,7,20:57,$136.76,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
73,2,2026,9,7,21:00,$20.74,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
161,0,2026,9,7,21:04,$20.89,Swipe Transaction,-5128256752,New York,CA,82512,5541,,No
118,1,2026,9,7,21:11,$11.25,Chip Transaction,-9332220623,Chicago,CA,22156,4111,,No
137,2,2026,9,7,21:13,$48.25,Online Transaction,-8051271516,Detroit,WA,75612,5541,,No
187,0,2026,9,7,21:19,$95.83,Online Transaction,-7728217008,Detroit,GA,49240,5812,,No
145,0,2026,9,7,21:24,$23.35,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
100,2,2026,9,7,21:40,$5.67,Swipe Transaction,-9332220623,Chicago,CA,22156,4111,,No
192,1,2026,9,7,21:47,$9.09,Online Transaction,-2570858543,Seattle,CA,59615,5812,,No
45,1,2026,9,7,21:58,$65.09,Online Transaction,-8679236864,New York,IL,84364,5812,,No
10,0,2026,9,7,22:00,$4.46,Swipe Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
177,0,2026,9,7,22:04,$71.93,Swipe Transaction,-9332220623,Chicago,CA,22156,4111,,No
154,2,2026,9,7,22:07,$11.51,Online Transaction,-5003224336,Houston,WA,93886,7995,,No
71,0,2026,9,7,22:21,$54.34,Chip Transaction,-3390142871,Detroit,PA,66155,5999,,No
99,0,2026,9,7,23:05,$110.29,Swipe Transaction,-7728217008,Detroit,GA,49240,5812,,No
100,2,2026,9,7,23:12,$8.82,Online Transaction,-2913827697,Houston,GA,69177,5812,,No
118,2,2026,9,7,23:12,$37.80,Swipe Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
195,2,2026,9,7,23:29,$45.98,Online Transaction,-3019388817,Detroit,GA,89818,4899,,No
169,2,2026,9,7,23:33,$12.23,Chip Transaction,-4916957577,Houston,IL,19880,5942,,No
5,0,2026,9,7,23:33,$8.84,Swipe Transaction,-9579485210,Detroit,GA,11934,5812,,No
143,0,2026,9,8,00:07,$25.00,Swipe Transaction,-2570858543,Seattle,CA,59615,5812,,No
170,2,2026,9,8,00:13,$34.49,Chip Transaction,-9177126911,Seattle,OH,28373,4111,,No
70,2,2026,9,8,00:29,$21.08,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
54,0,2026,9,8,00:36,$123.36,Swipe Transaction,-9747139103,New York,NY,53309,5812,,No
159,0,2026,9,8,00:44,$55.36,Online Transaction,-9748162863,Houston,NY,61173,5732,,No
34,2,2026,9,8,00:56,$18.08,Swipe Transaction,-3853681964,Houston,FL,71213,5411,,No
114,0,2026,9,8,01:13,$30.71,Chip Transaction,-1103393960,Detroit,TX,80010,4899,Bad PIN,No
186,0,2026,9,8,01:17,$31.47,Online Transaction,-9597581989,Los Angeles,GA,88907,5411,,No
82,1,2026,9,8,01:20,$57.64,Chip Transaction,-9335152680,Chicago,IL,17665,5999,Bad PIN,No
140,0,2026,9,8,01:27,$14.02,Online Transaction,-5352916651,Detroit,PA,84085,7995,,No
173,0,2026,9,8,01:35,$39.25,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
140,0,2026,9,8,01:46,$116.47,Online Transaction,-9701262893,Detroit,IL,47930,5812,,No
101,0,2026,9,8,01:46,$4.21,Chip Transaction,-7969893382,Houston,FL,34957,5812,,No
97,1,2026,9,8,01:49,$69.20,Chip Transaction,-7969893382,Houston,FL,34957,5812,,No
57,2,2026,9,8,01:55,$73.95,Swipe Transaction,-1115768534,New York,IL,62923,5812,,No
108,2,2026,9,8,02:15,$19.15,Online Transaction,-3334036238,Detroit,PA,57400,5999,,Yes
4,1,2026,9,8,02:23,$38.03,Swipe Transaction,-3853681964,Houston,FL,71213,5411,,No
104,2,2026,9,8,02:24,$44.29,Chip Transaction,-4535306022,Seattle,IL,54942,4899,,No
178,1,2026,9,8,02:37,$1.98,Online Transaction,-1103393960,Detroit,TX,80010,4899,,No
91,0,2026,9,8,02:49,$15.02,Chip Transaction,-9701262893,Detroit,IL,47930,5812,,No
46,0,2026,9,8,02:51,$17.04,Chip Transaction,-8880019869,Detroit,MI,41285,5732,,No
133,2,2026,9,8,03:03,$44.16,Online Transaction,-9748162863,Houston,NY,61173,5732,,No
115,0,2026,9,8,03:03,$16.53,Chip Transaction,-5981051812,New York,OH,91416,5999,,No
27,1,2026,9,8,03:14,$18.48,Chip Transaction,-8051271516,Detroit,WA,75612,5541,,No
110,0,2026,9,8,03:35,$4.80,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
5,1,2026,9,8,03:48,$76.58,Online Transaction,-9747139103,New York,NY,53309,5812,,No
94,0,2026,9,8,03:50,$30.22,Chip Transaction,-8935253474,New York,MI,12757,5999,,No
22,1,2026,9,8,04:02,$15.59,Online Transaction,-7791716271,Chicago,OH,38080,7995,,No
21,2,2026,9,8,04:02,$30.63,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,Yes
