symbol,bar_ts,open,high,low,close,volume,vwap,trade_count
AAPL,2026-09-22T11:27:00,222.3929,222.5901,222.1508,222.5901,7086,222.3859,4
MSFT,2026-09-22T11:27:00,438.2546,438.3377,436.9585,436.9585,16479,437.8687,4
GOOGL,2026-09-22T11:27:00,170.6959,170.6959,170.1131,170.1131,31176,170.4054,4
AMZN,2026-09-22T11:27:00,195.7989,196.0203,195.4494,195.4494,44497,195.7795,4
TSLA,2026-09-22T11:27:00,244.1462,245.0439,244.1462,244.6332,43731,244.6384,4
AAPL,2026-09-22T11:28:00,222.5901,222.6603,222.4825,222.4825,25065,222.5973,4
MSFT,2026-09-22T11:28:00,436.9585,437.8674,436.925,437.2829,19035,437.2739,4
GOOGL,2026-09-22T11:28:00,170.1131,170.1131,170.0029,170.075,8880,170.0505,4
AMZN,2026-09-22T11:28:00,195.4494,195.4494,195.1036,195.1036,3754,195.2624,4
TSLA,2026-09-22T11:28:00,244.6332,245.3948,244.6332,245.2288,46519,245.0633,4
AAPL,2026-09-22T11:29:00,222.4825,222.556,222.1959,222.556,40443,222.4076,4
MSFT,2026-09-22T11:29:00,437.2829,438.1422,436.9885,438.1422,13116,437.5478,4
GOOGL,2026-09-22T11:29:00,170.075,170.3048,170.075,170.1409,17785,170.1714,4
AMZN,2026-09-22T11:29:00,195.1036,195.2981,195.0152,195.2981,25590,195.125,4
TSLA,2026-09-22T11:29:00,245.2288,245.5354,244.9481,245.5354,19699,245.2078,4
AAPL,2026-09-22T11:30:00,222.556,222.6162,222.2616,222.6162,30618,222.4002,4
MSFT,2026-09-22T11:30:00,438.1422,439.639,438.1422,439.5746,4790,439.1258,4
GOOGL,2026-09-22T11:30:00,170.1409,170.4322,169.921,170.335,43584,170.2506,4
AMZN,2026-09-22T11:30:00,195.2981,195.6758,195.2981,195.6504,30762,195.5842,4
TSLA,2026-09-22T11:30:00,245.5354,245.5354,245.3141,245.3259,32226,245.4073,4
AAPL,2026-09-22T11:31:00,222.6162,223.0265,222.6162,223.0265,23146,222.81,4
MSFT,2026-09-22T11:31:00,439.5746,440.2989,439.5331,440.2989,46554,439.8507,4
GOOGL,2026-09-22T11:31:00,170.335,170.6659,170.335,170.6659,46765,170.5105,4
AMZN,2026-09-22T11:31:00,195.6504,196.0724,195.6504,196.0724,5051,195.891,4
TSLA,2026-09-22T11:31:00,245.3259,245.7758,245.3259,245.3983,35073,245.5945,4
AAPL,2026-09-22T11:32:00,223.0265,223.2408,222.4319,223.2408,32167,222.8685,4
MSFT,2026-09-22T11:32:00,440.2989,440.2989,439.6574,439.7574,6235,440.0095,4
GOOGL,2026-09-22T11:32:00,170.6659,170.8615,170.6211,170.6211,32808,170.7561,4
AMZN,2026-09-22T11:32:00,196.0724,196.2016,196.0185,196.2016,21024,196.1218,4
TSLA,2026-09-22T11:32:00,245.3983,245.7155,245.2576,245.2576,21055,245.4308,4
AAPL,2026-09-22T11:33:00,223.2408,223.2674,223.1226,223.208,43637,223.2183,4
MSFT,2026-09-22T11:33:00,439.7574,439.7574,439.015,439.3989,25930,439.2908,4
GOOGL,2026-09-22T11:33:00,170.6211,170.8944,170.5536,170.8944,49647,170.6588,4
AMZN,2026-09-22T11:33:00,196.2016,196.5702,196.0325,196.3008,8456,196.2789,4
TSLA,2026-09-22T11:33:00,245.2576,246.3446,245.2576,246.3446,3936,245.6669,4
AAPL,2026-09-22T11:34:00,223.208,223.6572,223.1735,223.576,49335,223.4158,4
MSFT,2026-09-22T11:34:00,439.3989,439.6885,439.222,439.6885,47704,439.5173,4
GOOGL,2026-09-22T11:34:00,170.8944,170.8944,170.5843,170.7525,37907,170.7442,4
AMZN,2026-09-22T11:34:00,196.3008,197.6036,196.3008,197.6036,45562,196.8224,4
TSLA,2026-09-22T11:34:00,246.3446,246.3446,245.9061,246.1826,14557,246.1588,4
AAPL,2026-09-22T11:35:00,223.576,223.6978,223.4775,223.6978,47746,223.5835,4
MSFT,2026-09-22T11:35:00,439.6885,440.8286,439.6885,440.8286,19494,440.4393,4
GOOGL,2026-09-22T11:35:00,170.7525,170.7818,170.5268,170.5311,45150,170.6297,4
AMZN,2026-09-22T11:35:00,197.6036,198.1793,197.6036,197.8421,35729,197.9078,4
TSLA,2026-09-22T11:35:00,246.1826,246.2756,246.067,246.2756,42470,246.1601,4
AAPL,2026-09-22T11:36:00,223.6978,224.6159,223.6978,224.6159,2686,224.1847,4
MSFT,2026-09-22T11:36:00,440.8286,441.618,440.6304,441.5705,2519,441.1324,4
GOOGL,2026-09-22T11:36:00,170.5311,170.5311,169.9199,169.9199,5812,170.1171,4
AMZN,2026-09-22T11:36:00,197.8421,198.0575,197.8421,198.0575,17783,197.9279,4
TSLA,2026-09-22T11:36:00,246.2756,246.7622,246.2756,246.7512,16254,246.5816,4
AAPL,2026-09-22T11:37:00,224.6159,224.8753,224.6159,224.7333,9161,224.7744,4
MSFT,2026-09-22T11:37:00,441.5705,442.3543,441.5705,441.8232,42052,441.9595,4
GOOGL,2026-09-22T11:37:00,169.9199,169.9199,169.514,169.6088,3373,169.6592,4
AMZN,2026-09-22T11:37:00,198.0575,198.473,198.0424,198.473,8776,198.2081,4
TSLA,2026-09-22T11:37:00,246.7512,246.8613,246.6258,246.6258,9784,246.7156,4
AAPL,2026-09-22T11:38:00,224.7333,225.2772,224.7333,225.2772,32078,224.9681,4
MSFT,2026-09-22T11:38:00,441.8232,441.8232,440.271,441.2292,9765,441.1298,4
GOOGL,2026-09-22T11:38:00,169.6088,170.299,169.6088,170.131,8975,170.072,4
AMZN,2026-09-22T11:38:00,198.473,198.473,197.8919,197.8919,31821,198.123,4
TSLA,2026-09-22T11:38:00,246.6258,247.1537,246.5972,246.6368,41538,246.8005,4
AAPL,2026-09-22T11:39:00,225.2772,225.2772,225.0506,225.0506,44823,225.1873,4
MSFT,2026-09-22T11:39:00,441.2292,441.2292,440.4673,440.6992,49540,440.7995,4
GOOGL,2026-09-22T11:39:00,170.131,170.7161,170.1055,170.7161,25494,170.3291,4
AMZN,2026-09-22T11:39:00,197.8919,198.1658,197.6992,198.1658,47121,197.9325,4
TSLA,2026-09-22T11:39:00,246.6368,247.2111,246.6368,247.2111,25215,246.9212,4
AAPL,2026-09-22T11:40:00,225.0506,225.3854,224.786,225.3854,30304,225.1332,4
MSFT,2026-09-22T11:40:00,440.6992,440.6992,440.1574,440.2076,14969,440.3562,4
GOOGL,2026-09-22T11:40:00,170.7161,171.0269,170.7161,171.0195,14146,170.8992,4
AMZN,2026-09-22T11:40:00,198.1658,198.1658,197.7198,197.8182,32914,197.8874,4
TSLA,2026-09-22T11:40:00,247.2111,247.2111,246.4251,246.6573,29934,246.7901,4
AAPL,2026-09-22T11:41:00,225.3854,225.5886,225.2824,225.2824,44726,225.4147,4
MSFT,2026-09-22T11:41:00,440.2076,441.7715,440.2076,441.0809,36469,440.9706,4
GOOGL,2026-09-22T11:41:00,171.0195,171.0195,170.4248,170.6244,28835,170.6677,4
AMZN,2026-09-22T11:41:00,197.8182,198.3744,197.8182,198.3744,14174,198.1258,4
TSLA,2026-09-22T11:41:00,246.6573,247.4234,246.6573,247.4234,4858,246.9446,4
AAPL,2026-09-22T11:42:00,225.2824,225.4984,225.2824,225.3623,4642,225.3785,4
MSFT,2026-09-22T11:42:00,441.0809,442.1884,441.0392,442.1884,32428,441.4569,4
GOOGL,2026-09-22T11:42:00,170.6244,171.0825,170.6244,170.904,32587,170.8776,4
AMZN,2026-09-22T11:42:00,198.3744,198.3857,198.1047,198.1373,33563,198.2433,4
TSLA,2026-09-22T11:42:00,247.4234,247.6021,246.777,246.777,26596,247.3267,4
AAPL,2026-09-22T11:43:00,225.3623,225.3623,225.2054,225.2824,32784,225.2822,4
MSFT,2026-09-22T11:43:00,442.1884,442.1884,440.5669,440.5669,21326,441.5899,4
GOOGL,2026-09-22T11:43:00,170.904,170.904,170.371,170.371,40730,170.6731,4
AMZN,2026-09-22T11:43:00,198.1373,198.1373,197.9281,197.9281,26727,198.0351,4
TSLA,2026-09-22T11:43:00,246.777,246.8953,246.5141,246.5141,13746,246.7382,4
AAPL,2026-09-22T11:44:00,225.2824,225.632,225.1275,225.1275,35902,225.3882,4
MSFT,2026-09-22T11:44:00,440.5669,440.5669,439.6316,440.4243,21231,440.1567,4
GOOGL,2026-09-22T11:44:00,170.371,170.9072,170.371,170.8642,42941,170.6677,4
AMZN,2026-09-22T11:44:00,197.9281,198.3567,197.9281,198.1474,10152,198.1216,4
TSLA,2026-09-22T11:44:00,246.5141,247.6628,246.5141,247.5689,15484,247.2743,4
AAPL,2026-09-22T11:45:00,225.1275,225.8165,225.1275,225.8165,27246,225.4637,4
MSFT,2026-09-22T11:45:00,440.4243,440.7434,440.2424,440.2424,24059,440.511,4
GOOGL,2026-09-22T11:45:00,170.8642,170.8642,170.5792,170.8414,5689,170.7302,4
AMZN,2026-09-22T11:45:00,198.1474,198.654,198.1474,198.654,43877,198.435,4
TSLA,2026-09-22T11:45:00,247.5689,247.6042,247.1569,247.5158,29211,247.4041,4
AAPL,2026-09-22T11:46:00,225.8165,226.3388,225.8165,226.3388,45436,226.0506,4
MSFT,2026-09-22T11:46:00,440.2424,440.5957,440.0174,440.3088,36654,440.2838,4
GOOGL,2026-09-22T11:46:00,170.8414,170.8414,170.6513,170.8331,37759,170.7524,4
AMZN,2026-09-22T11:46:00,198.654,199.0341,198.654,199.0341,26513,198.8923,4
TSLA,2026-09-22T11:46:00,247.5158,247.5596,246.5125,246.5125,14290,247.0625,4
AAPL,2026-09-22T11:47:00,226.3388,227.1171,226.3388,227.0071,30300,226.7092,4
MSFT,2026-09-22T11:47:00,440.3088,441.225,440.3088,440.4007,13373,440.67,4
GOOGL,2026-09-22T11:47:00,170.8331,170.8331,170.4495,170.5485,47706,170.6146,4
AMZN,2026-09-22T11:47:00,199.0341,199.638,199.0341,199.638,48472,199.3128,4
TSLA,2026-09-22T11:47:00,246.5125,246.7855,246.5125,246.6406,12003,246.6518,4
AAPL,2026-09-22T11:48:00,227.0071,227.0071,226.1568,226.414,8752,226.5097,4
MSFT,2026-09-22T11:48:00,440.4007,440.4007,439.2095,439.2095,38634,439.7884,4
GOOGL,2026-09-22T11:48:00,170.5485,170.5485,170.1486,170.4552,30835,170.3754,4
AMZN,2026-09-22T11:48:00,199.638,199.638,199.3004,199.3004,28914,199.4545,4
TSLA,2026-09-22T11:48:00,246.6406,247.2275,246.6406,247.1313,15261,246.9634,4
AAPL,2026-09-22T11:49:00,226.414,226.7465,226.414,226.5987,10170,226.5647,4
MSFT,2026-09-22T11:49:00,439.2095,439.6721,437.3867,437.3867,31439,438.6898,4
GOOGL,2026-09-22T11:49:00,170.4552,171.0821,170.4552,171.0821,30318,170.8183,4
AMZN,2026-09-22T11:49:00,199.3004,199.9958,199.3004,199.9958,38198,199.542,4
TSLA,2026-09-22T11:49:00,247.1313,247.1313,246.7607,246.7607,16607,246.894,4
AAPL,2026-09-22T11:50:00,226.5987,226.891,226.5987,226.7865,2189,226.8029,4
MSFT,2026-09-22T11:50:00,437.3867,438.2542,437.3867,437.8546,30954,437.8448,4
GOOGL,2026-09-22T11:50:00,171.0821,171.2387,170.8743,171.1291,5626,171.1039,4
AMZN,2026-09-22T11:50:00,199.9958,200.1963,199.7476,199.7476,26184,200.0032,4
TSLA,2026-09-22T11:50:00,246.7607,247.2488,246.7607,247.2488,4768,247.0526,4
AAPL,2026-09-22T11:51:00,226.7865,226.8369,226.7194,226.8369,28088,226.7652,4
MSFT,2026-09-22T11:51:00,437.8546,439.0662,437.8127,439.0662,40741,438.1068,4
GOOGL,2026-09-22T11:51:00,171.1291,171.5149,171.1291,171.5149,11754,171.3755,4
AMZN,2026-09-22T11:51:00,199.7476,199.8851,199.4889,199.4926,13841,199.6451,4
TSLA,2026-09-22T11:51:00,247.2488,247.2524,247.0357,247.1549,9903,247.166,4
AAPL,2026-09-22T11:52:00,226.8369,226.8369,226.3886,226.3886,33519,226.5154,4
MSFT,2026-09-22T11:52:00,439.0662,439.5083,438.8059,439.304,10081,439.1163,4
GOOGL,2026-09-22T11:52:00,171.5149,171.5149,171.1623,171.1623,20344,171.374,4
AMZN,2026-09-22T11:52:00,199.4926,199.4926,199.0412,199.3682,46406,199.2729,4
TSLA,2026-09-22T11:52:00,247.1549,247.302,246.9123,246.9123,8340,247.0856,4
AAPL,2026-09-22T11:53:00,226.3886,226.4829,225.7563,225.7563,2541,226.0911,4
MSFT,2026-09-22T11:53:00,439.304,440.5933,439.304,440.5933,15836,440.0766,4
GOOGL,2026-09-22T11:53:00,171.1623,171.1623,170.6946,170.7834,8697,170.8982,4
AMZN,2026-09-22T11:53:00,199.3682,199.7169,199.3075,199.7169,11421,199.4792,4
TSLA,2026-09-22T11:53:00,246.9123,246.9769,246.7257,246.7257,37953,246.8661,4
AAPL,2026-09-22T11:54:00,225.7563,225.7563,225.4128,225.4397,5794,225.55,4
MSFT,2026-09-22T11:54:00,440.5933,440.9423,440.237,440.3288,3543,440.563,4
GOOGL,2026-09-22T11:54:00,170.7834,170.8896,170.6482,170.7,32030,170.7369,4
AMZN,2026-09-22T11:54:00,199.7169,200.0044,199.7169,199.9159,17790,199.894,4
TSLA,2026-09-22T11:54:00,246.7257,246.7257,245.9673,245.9673,40647,246.3807,4
AAPL,2026-09-22T11:55:00,225.4397,225.886,225.3977,225.3977,25462,225.5928,4
MSFT,2026-09-22T11:55:00,440.3288,440.3288,439.3313,439.3313,17756,439.9127,4
GOOGL,2026-09-22T11:55:00,170.7,170.7,170.4798,170.4938,20220,170.5697,4
AMZN,2026-09-22T11:55:00,199.9159,199.9159,198.8688,198.8688,16720,199.2858,4
TSLA,2026-09-22T11:55:00,245.9673,245.9673,245.03,245.173,15169,245.426,4
AAPL,2026-09-22T11:56:00,225.3977,225.3977,225.0732,225.0732,43407,225.192,4
MSFT,2026-09-22T11:56:00,439.3313,439.3313,438.0338,438.0338,5601,438.8479,4
GOOGL,2026-09-22T11:56:00,170.4938,170.98,170.4938,170.98,32288,170.6883,4
AMZN,2026-09-22T11:56:00,198.8688,198.8688,197.9834,197.9834,11464,198.2854,4
TSLA,2026-09-22T11:56:00,245.173,246.5461,245.173,246.5433,24622,245.9533,4
AAPL,2026-09-22T11:57:00,225.0732,225.0732,224.4857,224.7026,26631,224.751,4
MSFT,2026-09-22T11:57:00,438.0338,438.0338,437.5524,437.5524,32095,437.745,4
GOOGL,2026-09-22T11:57:00,170.98,171.2111,170.98,171.0612,22379,171.0737,4
AMZN,2026-09-22T11:57:00,197.9834,198.0429,197.6903,197.7011,36263,197.8583,4
TSLA,2026-09-22T11:57:00,246.5433,246.9278,246.5433,246.5534,15375,246.7179,4
AAPL,2026-09-22T11:58:00,224.7026,224.7026,224.4048,224.553,31581,224.5347,4
MSFT,2026-09-22T11:58:00,437.5524,437.5524,436.9889,436.9889,10346,437.2392,4
GOOGL,2026-09-22T11:58:00,171.0612,171.0612,170.7488,170.7549,48411,170.8877,4
AMZN,2026-09-22T11:58:00,197.7011,197.7656,197.5172,197.7656,34436,197.6736,4
TSLA,2026-09-22T11:58:00,246.5534,247.066,246.5534,246.8827,30142,246.7966,4
AAPL,2026-09-22T11:59:00,224.553,224.553,224.2154,224.3716,4430,224.3592,4
MSFT,2026-09-22T11:59:00,436.9889,437.6192,436.7295,437.6192,47702,437.0219,4
GOOGL,2026-09-22T11:59:00,170.7549,170.7549,170.2523,170.2523,32475,170.5906,4
AMZN,2026-09-22T11:59:00,197.7656,197.9732,197.7357,197.8155,27390,197.8383,4
TSLA,2026-09-22T11:59:00,246.8827,247.431,246.6913,247.431,16622,247.0425,4
AAPL,2026-09-22T12:00:00,224.3716,224.4321,224.0511,224.0511,28217,224.2347,4
MSFT,2026-09-22T12:00:00,437.6192,437.6192,436.4865,436.4865,16469,437.0213,4
GOOGL,2026-09-22T12:00:00,170.2523,170.5005,170.2523,170.3292,42987,170.3859,4
AMZN,2026-09-22T12:00:00,197.8155,197.8155,197.1083,197.1083,24054,197.58,4
TSLA,2026-09-22T12:00:00,247.431,248.076,247.431,247.6002,30867,247.72,4
AAPL,2026-09-22T12:01:00,224.0511,224.1078,223.972,223.972,32100,224.024,4
MSFT,2026-09-22T12:01:00,436.4865,438.0264,436.4865,438.0264,4164,437.3094,4
GOOGL,2026-09-22T12:01:00,170.3292,170.3292,169.8097,169.8677,11073,170.0284,4
AMZN,2026-09-22T12:01:00,197.1083,197.4069,197.1083,197.4069,41583,197.257,4
TSLA,2026-09-22T12:01:00,247.6002,247.7453,247.4407,247.4983,30143,247.5596,4
AAPL,2026-09-22T12:02:00,223.972,223.9968,223.4514,223.4514,37263,223.754,4
MSFT,2026-09-22T12:02:00,438.0264,438.5986,438.0264,438.3333,47656,438.3539,4
GOOGL,2026-09-22T12:02:00,169.8677,170.3375,169.799,170.3375,22726,169.9756,4
AMZN,2026-09-22T12:02:00,197.4069,198.0315,197.4069,198.0315,39110,197.784,4
TSLA,2026-09-22T12:02:00,247.4983,248.0622,247.4983,247.8299,34414,247.7482,4
AAPL,2026-09-22T12:03:00,223.4514,223.4514,222.5831,222.5831,2397,223.0253,4
MSFT,2026-09-22T12:03:00,438.3333,439.0438,438.3333,438.6384,14876,438.6044,4
GOOGL,2026-09-22T12:03:00,170.3375,170.5381,170.0148,170.0148,44612,170.3517,4
AMZN,2026-09-22T12:03:00,198.0315,198.4011,198.0315,198.4011,28907,198.2389,4
TSLA,2026-09-22T12:03:00,247.8299,247.8299,247.2459,247.2459,49388,247.5509,4
AAPL,2026-09-22T12:04:00,222.5831,222.8317,222.5831,222.8317,43579,222.7134,4
MSFT,2026-09-22T12:04:00,438.6384,438.7574,438.0317,438.0317,47960,438.451,4
GOOGL,2026-09-22T12:04:00,170.0148,170.1157,169.6078,169.6078,49603,169.8491,4
AMZN,2026-09-22T12:04:00,198.4011,198.5377,198.4011,198.4883,45124,198.457,4
TSLA,2026-09-22T12:04:00,247.2459,247.4658,246.8938,247.4658,31208,247.1947,4
AAPL,2026-09-22T12:05:00,222.8317,222.8317,222.5943,222.5943,28014,222.7446,4
MSFT,2026-09-22T12:05:00,438.0317,438.0317,437.4368,437.575,13761,437.6806,4
GOOGL,2026-09-22T12:05:00,169.6078,169.7413,169.4402,169.455,32856,169.5796,4
AMZN,2026-09-22T12:05:00,198.4883,198.4883,198.2634,198.2693,19815,198.3469,4
TSLA,2026-09-22T12:05:00,247.4658,247.7591,247.19,247.19,2813,247.42,4
AAPL,2026-09-22T12:06:00,222.5943,222.9822,222.5199,222.8741,3947,222.7346,4
MSFT,2026-09-22T12:06:00,437.575,438.5826,437.3215,438.5826,39809,437.8133,4
GOOGL,2026-09-22T12:06:00,169.455,169.6122,169.455,169.5037,10894,169.5104,4
AMZN,2026-09-22T12:06:00,198.2693,198.6906,198.2146,198.6906,28701,198.4568,4
TSLA,2026-09-22T12:06:00,247.19,247.9673,247.19,247.8046,6394,247.7036,4
AAPL,2026-09-22T12:07:00,222.8741,222.8741,222.2816,222.2816,29469,222.6166,4
MSFT,2026-09-22T12:07:00,438.5826,439.9218,438.5826,439.6055,578,439.3408,4
GOOGL,2026-09-22T12:07:00,169.5037,169.7784,169.46,169.7784,32374,169.5672,4
AMZN,2026-09-22T12:07:00,198.6906,199.1766,198.6889,199.1766,44102,198.8442,4
TSLA,2026-09-22T12:07:00,247.8046,248.1711,247.8046,247.9727,21176,247.9795,4
AAPL,2026-09-22T12:08:00,222.2816,222.8726,222.2816,222.8726,32391,222.5545,4
MSFT,2026-09-22T12:08:00,439.6055,439.6055,438.6558,438.6558,32096,439.0842,4
GOOGL,2026-09-22T12:08:00,169.7784,169.855,169.5907,169.6531,34276,169.7366,4
AMZN,2026-09-22T12:08:00,199.1766,200.0833,199.0911,200.0833,5789,199.586,4
TSLA,2026-09-22T12:08:00,247.9727,248.1627,247.7173,248.1627,10462,247.9479,4
AAPL,2026-09-22T12:09:00,222.8726,223.8169,222.8726,223.8169,14343,223.4139,4
MSFT,2026-09-22T12:09:00,438.6558,439.3553,438.2746,438.2746,17180,438.734,4
GOOGL,2026-09-22T12:09:00,169.6531,170.3033,169.6531,169.8871,7769,170.0115,4
AMZN,2026-09-22T12:09:00,200.0833,200.2214,199.8955,199.8955,26656,200.0866,4
TSLA,2026-09-22T12:09:00,248.1627,248.378,247.7863,247.7863,46366,248.0974,4
AAPL,2026-09-22T12:10:00,223.8169,224.1881,223.8169,224.131,35403,224.0451,4
MSFT,2026-09-22T12:10:00,438.2746,438.2746,437.5071,437.5529,49235,437.7342,4
GOOGL,2026-09-22T12:10:00,169.8871,170.2011,169.8648,170.2011,13960,169.9832,4
AMZN,2026-09-22T12:10:00,199.8955,200.0385,199.7996,199.8031,38390,199.8998,4
TSLA,2026-09-22T12:10:00,247.7863,247.7863,247.2038,247.3447,9386,247.5288,4
AAPL,2026-09-22T12:11:00,224.131,224.5781,223.9821,224.5781,3272,224.2816,4
MSFT,2026-09-22T12:11:00,437.5529,438.0567,437.0794,438.0567,27294,437.4237,4
GOOGL,2026-09-22T12:11:00,170.2011,170.2011,169.5044,169.5079,10611,169.8375,4
AMZN,2026-09-22T12:11:00,199.8031,200.2153,199.8031,200.2153,37636,200.0571,4
TSLA,2026-09-22T12:11:00,247.3447,247.412,246.8166,246.8166,29397,247.2361,4
AAPL,2026-09-22T12:12:00,224.5781,224.7685,224.0712,224.0712,27873,224.438,4
MSFT,2026-09-22T12:12:00,438.0567,438.0567,437.5078,437.5078,24462,437.7775,4
GOOGL,2026-09-22T12:12:00,169.5079,169.9542,169.5079,169.899,931,169.7239,4
AMZN,2026-09-22T12:12:00,200.2153,200.2153,199.9243,200.1527,29460,200.1228,4
TSLA,2026-09-22T12:12:00,246.8166,247.3313,246.8166,247.1223,22767,247.0847,4
AAPL,2026-09-22T12:13:00,224.0712,224.4122,224.0712,224.3317,45694,224.2395,4
MSFT,2026-09-22T12:13:00,437.5078,437.5219,436.6856,436.6856,24762,437.1924,4
GOOGL,2026-09-22T12:13:00,169.899,169.899,169.627,169.8313,24135,169.8019,4
AMZN,2026-09-22T12:13:00,200.1527,200.1527,199.694,199.7855,27386,199.9228,4
TSLA,2026-09-22T12:13:00,247.1223,247.417,247.1223,247.3937,44337,247.3,4
AAPL,2026-09-22T12:14:00,224.3317,224.6431,224.3317,224.3864,20834,224.4251,4
MSFT,2026-09-22T12:14:00,436.6856,437.2827,436.6856,436.8472,9548,437.0578,4
GOOGL,2026-09-22T12:14:00,169.8313,169.8355,169.5584,169.5584,28603,169.7001,4
AMZN,2026-09-22T12:14:00,199.7855,199.987,199.6658,199.6658,20317,199.8624,4
TSLA,2026-09-22T12:14:00,247.3937,247.3937,246.6638,247.1217,32923,247.0765,4
AAPL,2026-09-22T12:15:00,224.3864,224.4026,223.9252,223.9252,13207,224.2318,4
MSFT,2026-09-22T12:15:00,436.8472,436.8479,436.2077,436.8479,26751,436.5846,4
GOOGL,2026-09-22T12:15:00,169.5584,169.6029,169.4484,169.5595,1151,169.5422,4
AMZN,2026-09-22T12:15:00,199.6658,200.0194,199.6658,199.8,26233,199.8384,4
TSLA,2026-09-22T12:15:00,247.1217,247.6365,247.1217,247.6365,34607,247.3599,4
AAPL,2026-09-22T12:16:00,223.9252,224.0476,223.8396,224.0476,39978,223.9465,4
MSFT,2026-09-22T12:16:00,436.8479,436.8479,436.1839,436.5818,6469,436.6129,4
GOOGL,2026-09-22T12:16:00,169.5595,169.6403,169.4611,169.4611,26273,169.549,4
AMZN,2026-09-22T12:16:00,199.8,199.8,199.1265,199.1265,6048,199.423,4
TSLA,2026-09-22T12:16:00,247.6365,248.0278,247.6365,248.0278,28873,247.8234,4
AAPL,2026-09-22T12:17:00,224.0476,224.348,223.9715,224.0363,38476,224.1313,4
MSFT,2026-09-22T12:17:00,436.5818,437.0732,436.5818,437.0732,47980,436.8435,4
GOOGL,2026-09-22T12:17:00,169.4611,169.5089,169.097,169.097,43777,169.3672,4
AMZN,2026-09-22T12:17:00,199.1265,199.3226,199.0814,199.3226,22212,199.1583,4
TSLA,2026-09-22T12:17:00,248.0278,248.3903,248.0278,248.0705,2556,248.2253,4
AAPL,2026-09-22T12:18:00,224.0363,224.0363,223.5638,223.5638,10393,223.7648,4
MSFT,2026-09-22T12:18:00,437.0732,437.0732,434.8334,434.8334,11986,436.0067,4
GOOGL,2026-09-22T12:18:00,169.097,169.3114,169.097,169.1182,21058,169.1887,4
AMZN,2026-09-22T12:18:00,199.3226,199.3226,198.8827,199.0541,9947,199.0885,4
TSLA,2026-09-22T12:18:00,248.0705,248.1404,247.788,248.1404,25953,247.9512,4
AAPL,2026-09-22T12:19:00,223.5638,223.5638,222.7134,222.7134,5362,223.0794,4
MSFT,2026-09-22T12:19:00,434.8334,435.7495,434.8334,435.4121,2702,435.3298,4
GOOGL,2026-09-22T12:19:00,169.1182,169.1182,168.7841,168.9217,36179,168.9706,4
AMZN,2026-09-22T12:19:00,199.0541,199.4993,199.0541,199.3641,20874,199.2839,4
TSLA,2026-09-22T12:19:00,248.1404,248.1404,247.5548,247.5548,28320,247.9262,4
AAPL,2026-09-22T12:20:00,222.7134,223.8572,222.7134,223.8572,6417,223.3165,4
MSFT,2026-09-22T12:20:00,435.4121,436.0926,435.4121,436.0926,518,435.7348,4
GOOGL,2026-09-22T12:20:00,168.9217,168.9217,168.3389,168.3389,13429,168.6097,4
AMZN,2026-09-22T12:20:00,199.3641,199.5068,199.2357,199.5068,8432,199.388,4
TSLA,2026-09-22T12:20:00,247.5548,247.9242,247.4212,247.4212,17976,247.6399,4
AAPL,2026-09-22T12:21:00,223.8572,223.8572,223.3103,223.3103,29973,223.6328,4
MSFT,2026-09-22T12:21:00,436.0926,436.1772,435.4546,435.4546,48795,435.8557,4
GOOGL,2026-09-22T12:21:00,168.3389,168.435,168.2019,168.3423,35941,168.3495,4
AMZN,2026-09-22T12:21:00,199.5068,199.5693,199.3636,199.3636,8483,199.4706,4
TSLA,2026-09-22T12:21:00,247.4212,247.6081,247.0298,247.0298,2007,247.3169,4
AAPL,2026-09-22T12:22:00,223.3103,223.3103,222.9408,223.1121,23007,223.1283,4
MSFT,2026-09-22T12:22:00,435.4546,436.4256,435.2784,436.2201,18621,435.8914,4
GOOGL,2026-09-22T12:22:00,168.3423,168.3423,167.9887,167.9887,2327,168.1302,4
AMZN,2026-09-22T12:22:00,199.3636,199.5271,198.7199,198.7199,45151,199.1236,4
TSLA,2026-09-22T12:22:00,247.0298,247.151,246.9082,246.9082,6226,247.0292,4
AAPL,2026-09-22T12:23:00,223.1121,223.3397,223.1121,223.209,34758,223.1938,4
MSFT,2026-09-22T12:23:00,436.2201,436.9059,436.2201,436.9059,7477,436.5629,4
GOOGL,2026-09-22T12:23:00,167.9887,168.0593,167.7587,167.8516,48471,167.9186,4
AMZN,2026-09-22T12:23:00,198.7199,199.0617,198.4624,199.0617,43587,198.7095,4
TSLA,2026-09-22T12:23:00,246.9082,246.9082,246.6644,246.6925,38691,246.7795,4
AAPL,2026-09-22T12:24:00,223.209,223.4013,223.0111,223.0111,3931,223.2515,4
MSFT,2026-09-22T12:24:00,436.9059,436.9731,436.6089,436.6089,35752,436.7828,4
GOOGL,2026-09-22T12:24:00,167.8516,167.8516,167.3785,167.3785,29908,167.7069,4
AMZN,2026-09-22T12:24:00,199.0617,199.0617,198.7306,198.7507,7054,198.8914,4
TSLA,2026-09-22T12:24:00,246.6925,247.1496,246.6051,247.1496,13575,246.8097,4
AAPL,2026-09-22T12:25:00,223.0111,223.1241,222.8743,223.1066,43528,223.0223,4
MSFT,2026-09-22T12:25:00,436.6089,437.158,436.401,436.401,30571,436.8676,4
GOOGL,2026-09-22T12:25:00,167.3785,167.3785,166.7586,166.7586,37566,167.0698,4
